Time,Normalized,Characterization
1,0.425605536,0.4256054525964323
2,0.62283737,0.6228400906170313
3,0.852941176,0.852903434332485
4,1.0,1.0003089261580251
5,0.826989619,0.8253053728713021
6,0.771626298,0.7781277525770588
7,0.852941176,0.8346370029839182
8,0.667820069,0.7056771348201607
9,0.685121107,0.6285964209269947
10,0.524221453,0.5814583490341525
11,0.477508651,0.4459592862756841
12,0.275086505,0.27137775742393594
13,0.124567474,0.144986864176674
14,0.08650519,0.07336117338891575
15,0.027681661,0.029163985485991143
16,0.003460208,0.006274226554594688
17,0.012110727,0.006939659577621426
18,0.012110727,0.018419850127647096
19,0.024221453,0.02211109274767304
20,0.015570934,0.013418866630740238
21,0.0,0.002349930031417024
22,0.0,-0.0016170127639032667
23,0.001730104,0.0007783574066726558
24,0.0,0.0028902221821611616
25,0.0,0.0014679361713246975
26,0.001730104,-0.0010291727078282963
27,0.001730104,-0.0007955781178464921
28,0.001730104,0.0018109498437146178
29,0.0,0.003756060913406603
30,0.0,0.0022200184830648024
31,0.0,-0.0015364351351472268
32,0.0,-0.003557109394878388
33,0.0,-0.002138989488309659
34,0.0,0.0014718661633415654
35,0.0,0.0040088082997269
36,0.0,0.003286392353329262
37,0.003460208,1.5913160228298974e-05
38,0.0,-0.0025422699251727134
39,0.0,-0.001979508527448045
40,0.001730104,-0.0010853148267033208
41,0.0,0.005629223416649278
42,0.0,0.0063886423432855935
43,0.0,-0.0004039777076099679
44,0.0,-0.0054555713900063555
45,0.0,-0.005620474480049799
46,0.0,-0.0015550183609392208
47,0.0,0.0062160730296383195
48,0.0,0.002537202156427441
49,0.0,0.003691144672004475
50,0.0,0.00110989406825043
51,0.0,-0.008416143296390052
52,0.001730104,-0.002978648189179233
53,0.0,-2.8292153518006785e-05
54,0.0,0.007618345338903907
55,0.001730104,-0.0008900062769827793
56,0.0,0.006985574917399191
57,0.0,0.004168702893440064
58,0.0,-0.005705589334388918
59,0.001730104,-0.0113890268614727
60,0.0,-0.009383323800150773
61,0.0,0.02465683895505804
62,0.0,-0.0023467461891160993
63,0.0,0.004214823962481791
64,0.001730104,0.0036971828758993555
65,0.0,-0.018524687758408327
66,0.003460208,0.004557752268531652
67,0.0,0.002083474518273859
68,0.0,0.011389204614632826
69,0.0,-0.01092894223573907
70,0.0,0.015588074785502087
71,0.0,-0.010429950220713007
72,0.0,-0.005434453312257975
73,0.0,0.008791101737128732
74,0.0,-0.00655933490468234
75,0.0,0.00024135937408604325
76,0.0,0.010691088220697115
77,0.001730104,-0.019473231383068217
78,0.0,0.010946533610775255
79,0.001730104,0.010716478718218968
80,0.0,0.006491061032659384
81,0.0,-0.006986475345247666
82,0.0,-0.013730733433909792
83,0.003460208,-0.009944637278477931
84,0.001730104,0.010864880190389283
85,0.0,0.025299559289618686
86,0.008650519,0.01193994311820783
87,0.012110727,0.00724560142234942
88,0.003460208,-0.008162473368816647
89,0.003460208,-0.010857650824394988
90,0.005190311,-0.0033505540167189213
91,0.001730104,0.0131629406814958
92,0.0,0.02458585335840887
93,0.006920415,0.018591589893868363
94,0.006920415,0.005131015178473445
95,0.020761246,-0.007265470374514165
96,0.017301038,-0.010965673168578648
97,0.024221453,0.01915186275071682
98,0.032871972,0.07243297575202229
99,0.107266436,0.13752716486289973
100,0.155709343,0.18355520710669293
101,0.266435986,0.2153670940157487
102,0.280276817,0.23997599776472914
103,0.380622837,0.28161431404318193
104,0.271626298,0.3519639129289326
105,0.038062284,0.4307704029572989
106,0.941176471,0.4775351190012249
107,0.455017301,0.4511678372831173
108,0.235294118,0.34458744885501197
109,0.117647059,0.1969450489180376
110,0.084775087,0.07166576186155094
111,0.077854671,0.01702646266760185
112,0.060553633,0.031754157561295585
113,0.05017301,0.07233002455000545
114,0.057093426,0.09113665470335246
115,0.081314879,0.07622833569818238
116,0.051903114,0.054190609380624366
117,0.081314879,0.05445718118516641
118,0.081314879,0.07339285896339266
119,0.048442907,0.08029964470261595
120,0.060553633,0.05959843845820146
121,0.048442907,0.0361633119302441
122,0.046712803,0.04521722256075118
123,0.084775087,0.08281288752180979
124,0.100346021,0.11083071601517565
125,0.121107266,0.11733980058270743
126,0.133217993,0.13390968065234884
127,0.173010381,0.16478888010773032
128,0.150519031,0.15741146257528307
129,0.102076125,0.11014338698764778
130,0.124567474,0.10422172246083887
131,0.093425606,0.11343056923673844
132,0.070934256,0.05868874054801063
133,0.093425606,0.09860297691996714
134,0.055363322,0.05380497694940919
135,0.041522491,0.04185452678405783
136,0.093425606,0.09337748084856558
137,0.060553633,0.06055793292923266
138,0.006920415,0.0069202344282261515
